Functional SecurityRole Name,Description,SecurityRole,EmailId
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FAMAINT,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FINVIEW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,MISC,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,MSTRVIEW,
FINBUREP,FINBUREP,FINVIEW,
FINBUREP,FINBUREP,GLPOST,
FINBUREP,FINBUREP,MISC,
FINGL,Finance Accounting GL,AUDITOR,
FINGL,Finance Accounting GL,FINVIEW,
FINGL,Finance Accounting GL,MISC,
FINGL,Finance Accounting GL,MSTRVIEW,
FINMRO,MRO Finance,APPOST,
FINMRO,MRO Finance,FINVIEW,
FINMRO,MRO Finance,MISC,
FINMRO,MRO Finance,MSTRDATA,
FINMRO,MRO Finance,MSTRVIEW,
FINSALUPD,FINSALUPD,APPOST,
FINSALUPD,FINSALUPD,GLPOST,
FINSALUPD,FINSALUPD,MISC,
FINSUPUSR,Finance Super User,APPOST,
FINSUPUSR,Finance Super User,AUDITOR,
FINSUPUSR,Finance Super User,FAMAINT,
FINSUPUSR,Finance Super User,GLPOST,
FINSUPUSR,Finance Super User,MISC,
FINSUPUSR,Finance Super User,MSTRDATA,
FINSUPUSR,Finance Super User,MSTRVIEW,
FINSUPUSR,Finance Super User,SECADMIN,
FINVIEW,FINVIEW,APPOST,
FINVIEW,FINVIEW,GLPOST,
FINVIEW,FINVIEW,MISC,
HELPDESK,Helpdesk,AUDITOR,
HELPDESK,Helpdesk,FINVIEW,
HELPDESK,Helpdesk,MISC,
HELPDESK,Helpdesk,MSTRVIEW,
HELPDESK,Helpdesk,SECADMIN,
ITMROUSR,ITMROUSR,MISC,
ITMROUSR,ITMROUSR,MSTRDATA,
ITMROUSR,ITMROUSR,SECADMIN,
ITSUPUSR,ITSUPUSR,MISC,
ITSUPUSR,ITSUPUSR,MSTRDATA,
ITSUPUSR,ITSUPUSR,MSTRVIEW,
ITSUPUSR,ITSUPUSR,SECADMIN,
MGMT,Management,APPOST,
MGMT,Management,FINVIEW,
MGMT,Management,MISC,
MGMTMRO,MRO Management,APPOST,
MGMTMRO,MRO Management,AUDITOR,
MGMTMRO,MRO Management,FINVIEW,
MGMTMRO,MRO Management,MISC,
MGMTMRO,MRO Management,MSTRDATA,
MROBASMNT,MROBASMNT,MISC,
MROBMAVIO,MROBMAVIO,MISC,
MROCALIBR,MROCALIBR,MSTRDATA,
MROCALIGL,MROCALIGL,FINVIEW,
MROCALIGL,MROCALIGL,MISC,
MROCALIGL,MROCALIGL,MSTRDATA,
MROCOMMER,MROCOMMER,MSTRDATA,
MROCOMMGL,MROCOMMGL,FINVIEW,
MROCOMMGL,MROCOMMGL,MISC,
MROCOMMGL,MROCOMMGL,MSTRDATA,
MROCSOFIN,MROCSOFIN,APPOST,
MROCSOFIN,MROCSOFIN,AUDITOR,
MROCSOFIN,MROCSOFIN,FINVIEW,
MROCSOFIN,MROCSOFIN,MISC,
MROCSOFIN,MROCSOFIN,MSTRDATA,
MROCSOFIN,MROCSOFIN,MSTRVIEW,
MROCUSGL,MROCUSGL,FINVIEW,
MROCUSGL,MROCUSGL,MISC,
MROCUSGL,MROCUSGL,MSTRDATA,
MROCUSUPP,MROCUSUPP,MISC,
MROCUSUPP,MROCUSUPP,MSTRDATA,
MRODIVFIN,MRO Div Finance,APPOST,
MRODIVFIN,MRO Div Finance,FINVIEW,
MRODIVFIN,MRO Div Finance,GLPOST,
MRODIVFIN,MRO Div Finance,MISC,
MRODIVFIN,MRO Div Finance,MSTRDATA,
MRODIVFIN,MRO Div Finance,MSTRVIEW,
MRODIVFIN,MRO Div Finance,SECADMIN,
MROENG1GL,MROENG1GL,FINVIEW,
MROENG1GL,MROENG1GL,MISC,
MROENGGL,MROENGGL,FINVIEW,
MROENGGL,MROENGGL,MISC,
MROFORE1,MROFORE1,MSTRDATA,
MROFOREGL,MROFOREGL,FINVIEW,
MROFOREGL,MROFOREGL,MISC,
MROFOREGL,MROFOREGL,MSTRDATA,
MROFOREOP,MROFOREOP,MSTRDATA,
MROILS,MROILS,MISC,
MROILS,MROILS,MSTRDATA,
MROILS,MROILS,MSTRVIEW,
MROILSCRS,MROILSCRS,MISC,
MROILSCRS,MROILSCRS,MSTRDATA,
MROILSCRS,MROILSCRS,MSTRVIEW,
MROILSGL,MROILSGL,FINVIEW,
MROILSGL,MROILSGL,MISC,
MROILSGL,MROILSGL,MSTRDATA,
MROILSGL,MROILSGL,MSTRVIEW,
MROINTENT,MROINTENT,MISC,
MROINTENT,MROINTENT,MSTRDATA,
MROINTENT,MROINTENT,SECADMIN,
MROLOCPU1,MROLOCPU1,MSTRVIEW,
MROLOCPUR,MRO Procurement,APPOST,
MROLOCPUR,MRO Procurement,CASHBANK,
MROLOCPUR,MRO Procurement,FINVIEW,
MROLOCPUR,MRO Procurement,MISC,
MROLOCPUR,MRO Procurement,MSTRVIEW,
MROLOCREC,MRO PO Receiving,CASHBANK,
MROLOCREC,MRO PO Receiving,FINVIEW,
MROLOCREC,MRO PO Receiving,MISC,
MROLOCREC,MRO PO Receiving,MSTRVIEW,
MROMGMTGL,MROMGMTGL,FINVIEW,
MROMGMTGL,MROMGMTGL,MISC,
MROMGMTGL,MROMGMTGL,MSTRDATA,
MROOPER,MROOPER,MSTRDATA,
MROPLAN,MROPLAN,APPOST,
MROPLAN,MROPLAN,FINVIEW,
MROPLAN,MROPLAN,MISC,
MROPLAN,MROPLAN,MSTRDATA,
MROPLAN,MROPLAN,MSTRVIEW,
MROPLANCO,MROPLANCO,APPOST,
MROPLANCO,MROPLANCO,FINVIEW,
MROPLANCO,MROPLANCO,MISC,
MROPLANCO,MROPLANCO,MSTRDATA,
MROPLANGL,MROPLANGL,APPOST,
MROPLANGL,MROPLANGL,FINVIEW,
MROPLANGL,MROPLANGL,MISC,
MROPLANGL,MROPLANGL,MSTRDATA,
MROPLANGL,MROPLANGL,MSTRVIEW,
MROPLCPO,MROPLCPO,APPOST,
MROPLCPO,MROPLCPO,FINVIEW,
MROPLCPO,MROPLCPO,MISC,
MROPLCPO,MROPLCPO,MSTRDATA,
MROPLCPO,MROPLCPO,MSTRVIEW,
MROPLNOPO,MROPLNOPO,APPOST,
MROPLNOPO,MROPLNOPO,FINVIEW,
MROPLNOPO,MROPLNOPO,MISC,
MROPLNOPO,MROPLNOPO,MSTRDATA,
MROPLNOPO,MROPLNOPO,MSTRVIEW,
MROPLPOGL,MROPLPOGL,APPOST,
MROPLPOGL,MROPLPOGL,FINVIEW,
MROPLPOGL,MROPLPOGL,MISC,
MROPLPOGL,MROPLPOGL,MSTRDATA,
MROPLPOGL,MROPLPOGL,MSTRVIEW,
MROPURCH,MROPURCH,APPOST,
MROPURCH,MROPURCH,FINVIEW,
MROPURCH,MROPURCH,MISC,
MROPURCH,MROPURCH,MSTRDATA,
MROPURCH,MROPURCH,MSTRVIEW,
MROPURCOS,MROPURCOS,APPOST,
MROPURCOS,MROPURCOS,FINVIEW,
MROPURCOS,MROPURCOS,MISC,
MROPURCOS,MROPURCOS,MSTRDATA,
MROPURCOS,MROPURCOS,MSTRVIEW,
MROPURGL,MROPURGL,APPOST,
MROPURGL,MROPURGL,FINVIEW,
MROPURGL,MROPURGL,MISC,
MROPURGL,MROPURGL,MSTRDATA,
MROPURGL,MROPURGL,MSTRVIEW,
MROPURPLA,MROPURPLA,APPOST,
MROPURPLA,MROPURPLA,FINVIEW,
MROPURPLA,MROPURPLA,MISC,
MROPURPLA,MROPURPLA,MSTRDATA,
MROPURPLA,MROPURPLA,MSTRVIEW,
MROSUPUSR,MROSUPUSR,MISC,
MROSUPUSR,MROSUPUSR,MSTRDATA,
MROSUPUSR,MROSUPUSR,SECADMIN,
MROSURP,MROSURP,MISC,
MROSURP,MROSURP,MSTRDATA,
MROT&A,MROT&A,MSTRDATA,
MROVIEWGL,MROVIEWGL,FINVIEW,
MROVIEWGL,MROVIEWGL,MISC,
MROWAR1PO,MROWAR1PO,MSTRDATA,
MROWAR2PO,MROWAR2PO,MSTRDATA,
MROWARE1,MROWARE1,MSTRDATA,
MROWARE2,MROWARE2,MSTRDATA,
MROWAREGL,MROWAREGL,FINVIEW,
MROWAREGL,MROWAREGL,MISC,
MROWAREGL,MROWAREGL,MSTRDATA,
MROWH1CPO,MROWH1CPO,MSTRDATA,
MROWH2CPO,MROWH2CPO,MSTRDATA,
TAX,Tax,FINVIEW,
TAX,Tax,TAXMAINT,
TRDCMP_RO,Trade Compliance,FINVIEW,
TRDCMP_RO,Trade Compliance,MISC,
