tdcono|tddivi|tdidtr|tdmvxp|tdextp|tdmvxd|tdmbmd|tdtx15|tdtx40|tdtxid|tdrgdt|tdrgtm|tdlmdt|tdchno|tdchid
100||60|||8713|1577962510000|1577962510000|1577962510000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8715|0539452590000|0539452590000|0539452590000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8720|0237634510000|0237634510000|0237634510000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8721|0079702210000|0079702210000|0079702210000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8722|0079144350000|0079144350000|0079144350000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8723|9293238970000|9293238970000|9293238970000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8724|7969234490000|7969234490000|7969234490000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8726|9293239390000|9293239390000|9293239390000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8742|0149473600000|0149473600000|0149473600000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8744|0038556400000|0038556400000|0038556400000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8747|1123599220000|1123599220000|1123599220000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8748|0828519730000|0828519730000|0828519730000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8749|1030175700000|1030175700000|1030175700000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8750|8355689650000|8355689650000|8355689650000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8751|7991281520000|7991281520000|7991281520000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8753|7991272040000|7991272040000|7991272040000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8754|7991264200000|7991264200000|7991264200000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8755|1914465250000|1914465250000|1914465250000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8756|0517639690000|0517639690000|0517639690000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8759|7991261720000|7991261720000|7991261720000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8760|6173341720000|6173341720000|6173341720000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8761|1948450120000|1948450120000|1948450120000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8762|7990097820000|7990097820000|7990097820000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8763|0351385100000|0351385100000|0351385100000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8764|0663657840000|0663657840000|0663657840000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8767|0084264390000|0084264390000|0084264390000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8768|8051669640000|8051669640000|8051669640000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||8770|8250729600000|8250729600000|8250729600000|0|20260505|132142|20260505|1|SCOUGHLAN
100||60|||MaxVolume|60|60|60|0|20260505|132141|20260505|1|SCOUGHLAN
